Date,Close
2019-02-26,20.000000
2019-02-27,20.005850
2019-02-28,19.951220
2019-03-01,20.051901
2019-03-04,19.998501
2019-03-05,19.990499
2019-03-06,19.938999
2019-03-07,19.740000
2019-03-08,19.686001
2019-03-11,19.878000
2019-03-12,20.006001
2019-03-13,20.129999
2019-03-14,20.132500
2019-03-15,20.267500
2019-03-18,20.282499
2019-03-19,20.440001
2019-03-20,20.247499
2019-03-21,20.352501
2019-03-22,20.092501
2019-03-25,20.055000
2019-03-26,20.172501
2019-03-27,20.062500
2019-03-28,20.077499
2019-03-29,20.219999
2019-04-01,20.424999
2019-04-02,20.440001
2019-04-03,20.610001
2019-04-04,20.547501
2019-04-05,20.637501
2019-04-08,20.617500
2019-04-09,20.570000
2019-04-10,20.594999
2019-04-11,20.642500
2019-04-12,20.730000
2019-04-15,20.735001
2019-04-16,20.807501
2019-04-17,20.772499
2019-04-18,20.727501
2019-04-23,20.877501
2019-04-24,20.870001
2019-04-25,20.812500
2019-04-26,20.862499
2019-04-29,20.937500
2019-04-30,20.872499
2019-05-01,20.995001
2019-05-02,20.742500
2019-05-03,20.930000
2019-05-07,20.552500
2019-05-08,20.562500
2019-05-09,20.217501
2019-05-10,20.232500
2019-05-13,20.049999
2019-05-14,20.222500
2019-05-15,20.307501
2019-05-16,20.540001
2019-05-17,20.492500
2019-05-20,20.282499
2019-05-21,20.400000
2019-05-22,20.367500
2019-05-23,20.110001
2019-05-24,20.182501
2019-05-28,20.190001
2019-05-29,19.853001
2019-05-30,19.937000
2019-05-31,19.802000
2019-06-03,19.798000
2019-06-04,19.999001
2019-06-05,20.150000
2019-06-06,20.270000
2019-06-07,20.545000
2019-06-10,20.690001
2019-06-11,20.695000
2019-06-12,20.594999
2019-06-13,20.612499
2019-06-14,20.549999
2019-06-17,20.610001
2019-06-18,20.847500
2019-06-19,20.834999
2019-06-20,21.030001
2019-06-21,21.075001
2019-06-24,21.070000
2019-06-25,21.007500
2019-06-26,20.934999
2019-06-27,20.930000
2019-06-28,21.037500
2019-07-01,21.202499
2019-07-02,21.222500
2019-07-03,21.352501
2019-07-04,21.450001
2019-07-05,21.267500
2019-07-08,21.240000
2019-07-09,21.192499
2019-07-10,21.280001
2019-07-11,21.332500
2019-07-12,21.372499
2019-07-15,21.422501
2019-07-16,21.392500
2019-07-17,21.302500
2019-07-18,21.202499
2019-07-19,21.317499
2019-07-22,21.225000
2019-07-23,21.334999
2019-07-24,21.379999
2019-07-25,21.360001
2019-07-26,21.415001
2019-07-29,21.422501
2019-07-30,21.299999
2019-07-31,21.322500
2019-08-01,21.312500
2019-08-02,20.740000
2019-08-05,20.367500
2019-08-06,20.240000
2019-08-07,20.317499
2019-08-08,20.709999
2019-08-09,20.582500
2019-08-12,20.532499
2019-08-13,20.674999
2019-08-14,20.250000
2019-08-15,20.155001
2019-08-16,20.430000
2019-08-19,20.677500
2019-08-20,20.607500
2019-08-21,20.709999
2019-08-22,20.590000
2019-08-23,20.432501
2019-08-27,20.412500
2019-08-28,20.465000
2019-08-29,20.682501
2019-08-30,20.647499
2019-09-02,20.637501
2019-09-03,20.570000
2019-09-04,20.830000
2019-09-05,21.094999
2019-09-06,21.129999
2019-09-09,21.147499
2019-09-10,21.032499
2019-09-11,21.205000
2019-09-12,21.355000
2019-09-13,21.427500
2019-09-16,21.309999
2019-09-17,21.340000
2019-09-18,21.327499
2019-09-19,21.485001
2019-09-20,21.415001
2019-09-23,21.285000
2019-09-24,21.302500
2019-09-25,21.155001
2019-09-26,21.170000
2019-09-27,21.260000
2019-09-30,21.222500
2019-10-01,21.105000
2019-10-02,20.612499
2019-10-03,20.582500
2019-10-04,20.812500
2019-10-07,20.962500
2019-10-08,20.652500
2019-10-09,20.719999
