Date,Close
2008-01-02,3.547300
2008-01-03,3.483050
2008-01-04,3.524040
2008-01-07,3.439010
2008-01-08,3.424210
2008-01-09,3.430100
2008-01-10,3.396950
2008-01-11,3.373210
2008-01-14,3.303730
2008-01-15,3.240080
2008-01-16,3.143900
2008-01-17,3.225470
2008-01-18,3.190220
2008-01-21,3.002550
2008-01-22,2.952280
2008-01-23,3.069270
2008-01-24,3.075760
2008-01-25,3.185020
2008-01-28,3.066540
2008-01-29,3.075340
2008-01-30,3.025770
2008-01-31,3.007360
2008-02-01,3.033440
2008-02-04,3.102930
2008-02-05,3.064080
2008-02-06,2.957140
2008-02-11,2.893930
2008-02-12,2.952020
2008-02-13,2.975460
2008-02-14,3.071930
2008-02-15,3.115160
2008-02-18,3.109720
2008-02-19,3.124440
2008-02-20,3.052860
2008-02-21,3.080940
2008-02-22,3.074710
2008-02-25,3.090960
2008-02-26,3.103900
2008-02-27,3.120610
2008-02-28,3.100210
2008-02-29,3.052270
2008-03-03,2.951910
2008-03-04,2.945000
2008-03-05,2.936010
2008-03-06,2.943150
2008-03-07,2.891260
2008-03-10,2.861370
2008-03-11,2.885760
2008-03-12,2.943080
2008-03-13,2.830130
2008-03-14,2.863730
2008-03-17,2.817220
2008-03-18,2.861950
2008-03-19,2.861650
2008-03-20,2.853260
2008-03-24,2.956480
2008-03-25,3.029160
2008-03-26,3.024150
2008-03-27,3.054190
2008-03-28,3.060810
2008-03-31,3.036100
2008-04-01,3.075460
2008-04-02,3.153810
2008-04-03,3.200900
2008-04-04,3.185290
2008-04-07,3.214600
2008-04-08,3.162850
2008-04-09,3.122010
2008-04-10,3.096770
2008-04-11,3.159240
2008-04-14,3.074940
2008-04-15,3.088930
2008-04-16,3.120010
2008-04-17,3.158940
2008-04-18,3.158410
2008-04-21,3.205160
2008-04-22,3.221370
2008-04-23,3.228370
2008-04-24,3.212040
2008-04-25,3.223800
2008-04-28,3.237170
2008-04-29,3.220200
2008-04-30,3.200000
2008-05-02,3.290000
2008-05-05,3.300000
2008-05-06,3.300000
2008-05-07,3.290000
2008-05-08,3.280000
2008-05-09,3.230000
2008-05-12,3.250000
2008-05-13,3.270000
2008-05-14,3.270000
2008-05-15,3.280000
2008-05-16,3.310000
2008-05-20,3.270000
2008-05-21,3.270000
2008-05-22,3.240000
2008-05-23,3.200000
2008-05-26,3.180000
2008-05-27,3.190000
2008-05-28,3.210000
2008-05-29,3.240000
2008-05-30,3.270000
2008-06-02,3.230000
2008-06-03,3.230000
2008-06-04,3.210000
2008-06-05,3.220000
2008-06-06,3.230000
2008-06-09,3.160000
2008-06-10,3.110000
2008-06-11,3.130000
2008-06-12,3.100000
2008-06-13,3.150000
2008-06-16,3.120000
2008-06-17,3.110000
2008-06-18,3.120000
2008-06-19,3.070000
2008-06-20,3.080000
2008-06-23,3.060000
2008-06-24,3.040000
2008-06-25,3.060000
2008-06-26,3.060000
2008-06-27,3.030000
2008-06-30,3.020000
2008-07-01,2.980000
2008-07-02,2.980000
2008-07-03,2.960000
2008-07-04,2.970000
2008-07-07,3.010000
2008-07-08,2.960000
2008-07-09,2.990000
2008-07-10,2.980000
2008-07-11,3.000000
2008-07-14,2.980000
2008-07-15,2.910000
2008-07-16,2.910000
2008-07-17,2.940000
2008-07-18,2.920000
2008-07-21,3.000000
2008-07-22,2.910000
2008-07-23,3.000000
2008-07-24,3.000000
2008-07-25,2.940000
2008-07-28,2.930000
2008-07-29,2.900000
2008-07-30,2.940000
2008-07-31,2.950000
2008-08-01,2.930000
2008-08-04,2.900000
2008-08-05,2.880000
2008-08-06,2.920000
2008-08-07,2.860000
2008-08-08,2.840000
2008-08-11,2.850000
2008-08-12,2.850000
2008-08-13,2.840000
2008-08-14,2.850000
2008-08-15,2.830000
2008-08-18,2.810000
2008-08-19,2.770000
2008-08-20,2.790000
2008-08-21,2.750000
2008-08-22,2.760000
2008-08-25,2.780000
2008-08-26,2.750000
2008-08-27,2.750000
2008-08-28,2.740000
2008-08-29,2.790000
2008-09-01,2.760000
2008-09-02,2.810000
2008-09-03,2.750000
2008-09-04,2.670000
2008-09-05,2.620000
2008-09-08,2.740000
2008-09-09,2.720000
2008-09-10,2.670000
2008-09-11,2.590000
2008-09-12,2.620000
2008-09-15,2.530000
2008-09-16,2.510000
2008-09-17,2.460000
2008-09-18,2.460000
2008-09-19,2.610000
2008-09-22,2.590000
2008-09-23,2.520000
2008-09-24,2.520000
2008-09-25,2.490000
2008-09-26,2.450000
2008-09-29,2.400000
2008-09-30,2.400000
2008-10-02,2.410000
2008-10-03,2.340000
2008-10-06,2.210000
2008-10-07,2.220000
2008-10-08,2.080000
2008-10-09,2.150000
2008-10-10,1.990000
2008-10-13,2.120000
2008-10-14,2.170000
2008-10-15,2.100000
2008-10-16,2.000000
2008-10-17,1.920000
2008-10-20,1.980000
2008-10-21,1.960000
2008-10-22,1.860000
2008-10-23,1.790000
2008-10-24,1.640000
2008-10-27,null
2008-10-29,1.710000
2008-10-30,1.850000
2008-10-31,1.840000
2008-11-03,1.930000
2008-11-04,1.870000
2008-11-05,1.910000
2008-11-06,1.860000
2008-11-07,1.910000
2008-11-10,1.930000
2008-11-11,1.850000
2008-11-12,1.830000
2008-11-13,1.800000
2008-11-14,1.800000
2008-11-17,1.790000
2008-11-18,1.740000
2008-11-19,1.710000
2008-11-20,1.660000
2008-11-21,1.710000
2008-11-24,1.670000
2008-11-25,1.700000
2008-11-26,1.760000
2008-11-27,1.760000
2008-11-28,1.780000
2008-12-01,1.740000
2008-12-02,1.690000
2008-12-03,1.690000
2008-12-04,1.690000
2008-12-05,1.710000
2008-12-09,1.810000
2008-12-10,1.880000
2008-12-11,1.850000
2008-12-12,1.790000
2008-12-15,1.830000
2008-12-16,1.840000
2008-12-17,1.830000
2008-12-18,1.850000
2008-12-19,1.860000
2008-12-22,1.810000
2008-12-23,1.780000
2008-12-24,1.800000
2008-12-26,1.780000
2008-12-29,1.840000
2008-12-30,1.830000
2008-12-31,1.820000
2009-01-02,1.880000
2009-01-05,1.940000
2009-01-06,1.970000
2009-01-07,1.960000
2009-01-08,1.910000
2009-01-09,1.900000
2009-01-12,1.860000
2009-01-13,1.860000
2009-01-14,1.850000
2009-01-15,1.800000
2009-01-16,1.820000
2009-01-19,1.850000
2009-01-20,1.810000
2009-01-21,1.790000
2009-01-22,1.780000
2009-01-23,1.730000
2009-01-28,1.790000
2009-01-29,1.780000
2009-01-30,1.780000
2009-02-02,1.740000
2009-02-03,1.740000
2009-02-04,1.750000
2009-02-05,1.740000
2009-02-06,1.750000
2009-02-09,1.730000
2009-02-10,1.730000
2009-02-11,1.750000
2009-02-12,1.730000
2009-02-13,1.740000
2009-02-16,1.740000
2009-02-17,1.690000
2009-02-18,1.690000
2009-02-19,1.680000
2009-02-20,1.650000
2009-02-23,1.670000
2009-02-24,1.650000
2009-02-25,1.640000
2009-02-26,1.660000
2009-02-27,1.610000
2009-03-02,1.560000
2009-03-03,1.560000
2009-03-04,1.570000
2009-03-05,1.540000
2009-03-06,1.520000
2009-03-09,1.500000
2009-03-10,1.500000
2009-03-11,1.530000
2009-03-12,1.510000
2009-03-13,1.580000
2009-03-16,1.620000
2009-03-17,1.570000
2009-03-18,1.600000
2009-03-19,1.600000
2009-03-20,1.610000
2009-03-23,1.680000
2009-03-24,1.710000
2009-03-25,1.700000
2009-03-26,1.770000
2009-03-27,1.760000
2009-03-30,1.670000
2009-03-31,1.720000
2009-04-01,1.720000
2009-04-02,1.790000
2009-04-03,1.810000
2009-04-06,1.830000
2009-04-07,1.810000
2009-04-08,1.780000
2009-04-09,1.830000
2009-04-13,1.880000
2009-04-14,1.890000
2009-04-15,1.910000
2009-04-16,1.910000
2009-04-17,1.900000
2009-04-20,1.890000
2009-04-21,1.870000
2009-04-22,1.860000
2009-04-23,1.870000
2009-04-24,1.880000
2009-04-27,1.830000
2009-04-28,1.820000
2009-04-29,1.870000
2009-04-30,1.930000
2009-05-01,null
2009-05-04,2.050000
2009-05-05,2.100000
2009-05-06,2.200000
2009-05-07,2.270000
2009-05-08,2.270000
2009-05-11,2.210000
2009-05-12,2.220000
2009-05-13,2.240000
2009-05-14,2.170000
2009-05-15,2.170000
2009-05-18,2.210000
2009-05-19,2.300000
2009-05-20,2.310000
2009-05-21,2.270000
2009-05-22,2.290000
2009-05-25,2.310000
2009-05-26,2.280000
2009-05-27,2.340000
2009-05-28,2.330000
2009-05-29,2.370000
2009-06-01,2.440000
2009-06-02,2.430000
2009-06-03,2.420000
2009-06-04,2.400000
2009-06-05,2.420000
2009-06-08,2.380000
2009-06-09,2.390000
2009-06-10,2.440000
2009-06-11,2.410000
2009-06-12,2.400000
2009-06-15,2.370000
2009-06-16,2.340000
2009-06-17,2.320000
2009-06-18,2.290000
2009-06-19,2.310000
2009-06-22,2.320000
2009-06-23,2.280000
2009-06-24,2.330000
2009-06-25,2.340000
2009-06-26,2.360000
2009-06-29,2.350000
2009-06-30,2.370000
2009-07-01,2.380000
2009-07-02,2.370000
2009-07-03,2.360000
2009-07-06,2.320000
2009-07-07,2.330000
2009-07-08,2.330000
2009-07-09,2.360000
2009-07-10,2.350000
2009-07-13,2.310000
2009-07-14,2.360000
2009-07-15,2.420000
2009-07-16,2.460000
2009-07-17,2.490000
2009-07-20,2.530000
2009-07-21,2.510000
2009-07-22,2.520000
2009-07-23,2.550000
2009-07-24,2.590000
2009-07-27,2.650000
2009-07-28,2.640000
2009-07-29,2.610000
2009-07-30,2.640000
2009-07-31,2.670000
2009-08-03,2.700000
2009-08-04,2.670000
2009-08-05,2.640000
2009-08-06,2.640000
2009-08-07,2.590000
2009-08-11,2.640000
2009-08-12,2.600000
