Date,Close
2014-05-30,24.780001
2014-06-02,24.823700
2014-06-03,24.974800
2014-06-04,24.877300
2014-06-05,24.962700
2014-06-06,25.186300
2014-06-09,25.420000
2014-06-10,25.580000
2014-06-11,25.510000
2014-06-12,25.559999
2014-06-13,25.450001
2014-06-16,25.330000
2014-06-17,25.299999
2014-06-18,25.270000
2014-06-19,25.540001
2014-06-20,25.370001
2014-06-23,25.340000
2014-06-24,25.590000
2014-06-25,25.360001
2014-06-26,25.440001
2014-06-27,25.450001
2014-06-30,25.490000
2014-07-01,25.670000
2014-07-02,25.709999
2014-07-03,25.840000
2014-07-04,25.850000
2014-07-07,25.879999
2014-07-08,25.870001
2014-07-09,25.920000
2014-07-10,25.750000
2014-07-11,25.790001
2014-07-14,25.975000
2014-07-15,25.930000
2014-07-16,25.990000
2014-07-17,25.780001
2014-07-18,25.969999
2014-07-21,25.930000
2014-07-22,26.290001
2014-07-23,26.330000
2014-07-24,26.395000
2014-07-25,26.280001
2014-07-28,26.410000
2014-07-29,26.389999
2014-07-30,26.240000
2014-07-31,25.770000
2014-08-01,25.825001
2014-08-04,26.004999
2014-08-05,25.850000
2014-08-06,25.674999
2014-08-07,25.580000
2014-08-08,25.629999
2014-08-11,25.990000
2014-08-12,25.930000
2014-08-13,26.180000
2014-08-14,26.230000
2014-08-15,26.120001
2014-08-18,26.330000
2014-08-19,26.469999
2014-08-20,26.500000
2014-08-21,26.400000
2014-08-22,26.389999
2014-08-26,26.610001
2014-08-27,26.700001
2014-08-28,26.459999
2014-08-29,26.540001
2014-09-01,26.660000
2014-09-02,26.445000
2014-09-03,26.850000
2014-09-04,26.910000
2014-09-05,26.799999
2014-09-08,26.799999
2014-09-09,26.469999
2014-09-10,26.180000
2014-09-11,26.170000
2014-09-12,25.950001
2014-09-15,25.760000
2014-09-16,25.920000
2014-09-17,25.985001
2014-09-18,25.830000
2014-09-19,25.950001
2014-09-22,25.385000
2014-09-23,25.254999
2014-09-24,25.440001
2014-09-25,25.020000
2014-09-26,25.049999
2014-09-29,24.650000
2014-09-30,24.670000
2014-10-01,24.420000
2014-10-02,24.090000
2014-10-03,24.360001
2014-10-06,24.809999
2014-10-07,24.790001
2014-10-08,24.445000
2014-10-09,24.670000
2014-10-10,24.059999
2014-10-13,24.232500
2014-10-14,24.230000
2014-10-15,23.770000
2014-10-16,23.790001
2014-10-17,24.120001
2014-10-20,24.000000
2014-10-21,24.160000
2014-10-22,24.040001
2014-10-23,24.100000
2014-10-24,24.160000
2014-10-27,23.870001
2014-10-28,24.360001
2014-10-29,24.610001
2014-10-30,24.600000
2014-10-31,24.690001
2014-11-03,24.530001
2014-11-04,24.480000
2014-11-05,24.350000
2014-11-06,24.230000
2014-11-07,24.209999
2014-11-10,24.405001
2014-11-11,24.219999
2014-11-12,24.309999
2014-11-13,24.219999
2014-11-14,24.209999
2014-11-17,24.090000
2014-11-18,24.170000
2014-11-19,24.160000
2014-11-20,24.280001
2014-11-21,24.709999
2014-11-24,24.680000
2014-11-25,24.590000
2014-11-26,24.820000
2014-11-27,24.740000
2014-11-28,24.469999
2014-12-01,24.020000
2014-12-02,24.080000
2014-12-03,24.170000
2014-12-04,24.170000
2014-12-05,24.080000
2014-12-08,23.910000
2014-12-09,23.549999
2014-12-10,23.389999
2014-12-11,23.230000
2014-12-12,22.830000
2014-12-15,22.450001
2014-12-16,22.600000
2014-12-17,22.719999
2014-12-18,23.040001
2014-12-19,23.219999
